Date,State,District,Mandi,Crop,Season,Month,Year,Arrival Quantity (Tonnes),Market Price (₹/kg),Minimum Price,Maximum Price,Rainfall (mm),Temperature (°C),Humidity (%),Fuel Price,Transport Cost (₹/kg),Distance (km),Festival Season,Supply Index,Demand Index
2024-02-23,Haryana,Karnal,Karnal APMC,Tomato,Winter,2,2024,11.7,30.61,28.98,35.08,9.2,13.8,64.6,95.02,0.29,61,No,76,92
2025-10-24,Karnataka,Bengaluru,K.R. Market,Jowar,Post-Monsoon,10,2025,149.4,29.38,27.82,33.44,8.3,18.9,64.9,94.09,0.99,211,Yes,65,71
2025-03-19,Andhra Pradesh,Chittoor,Chittoor APMC,Soybean,Summer,3,2025,239.1,41.41,35.28,45.67,8.2,40.7,53.8,95.57,0.92,192,No,101,75
2021-03-08,Maharashtra,Mumbai,Vashi APMC,Tur (Arhar),Summer,3,2021,380.7,74.87,68.06,85.04,3.8,39.0,56.4,88.2,0.78,178,No,80,84
2023-05-29,Andhra Pradesh,Guntur,Guntur APMC,Ragi,Summer,5,2023,374.5,22.08,19.7,26.48,4.5,39.9,41.4,92.74,1.14,245,No,99,76
2022-03-25,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Summer,3,2022,170.8,24.2,22.5,28.88,7.1,40.6,31.2,91.25,1.18,258,No,74,65
2024-04-26,Gujarat,Rajkot,Rajkot Market,Moong,Summer,4,2024,329.4,97.22,87.49,103.8,6.0,38.5,22.5,90.46,0.7,155,No,73,83
2024-04-09,Punjab,Ludhiana,Ludhiana APMC,Paddy,Summer,4,2024,461.3,17.09,16.11,19.26,4.3,43.1,58.9,93.21,0.7,150,No,100,63
2024-06-19,Uttar Pradesh,Varanasi,Varanasi APMC,Groundnut,Monsoon,6,2024,98.1,115.93,109.09,125.69,142.4,34.8,70.7,95.7,0.51,106,No,68,114
2024-08-04,Uttar Pradesh,Agra,Agra APMC,Sunflower,Monsoon,8,2024,153.8,200.46,188.4,236.07,177.2,29.3,80.7,94.08,0.32,68,Yes,60,169
2025-08-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Ragi,Monsoon,8,2025,263.7,71.06,64.51,84.77,160.5,25.6,99.1,97.85,0.73,150,Yes,69,142
2024-11-30,Haryana,Panipat,Panipat Market,Onion,Post-Monsoon,11,2024,191.6,53.09,49.49,59.63,3.8,17.9,44.8,93.48,0.69,148,Yes,105,166
2020-11-24,Uttar Pradesh,Agra,Agra APMC,Tomato,Post-Monsoon,11,2020,255.0,38.69,36.03,41.77,8.7,31.4,41.3,86.47,1.19,275,Yes,97,150
2022-10-19,Telangana,Hyderabad,Kukatpally APMC,Onion,Post-Monsoon,10,2022,305.1,46.52,40.03,50.59,5.7,25.1,71.0,89.67,0.04,10,Yes,102,150
2020-05-04,Andhra Pradesh,Guntur,Guntur APMC,Tomato,Summer,5,2020,368.2,29.8,25.82,35.71,9.0,30.1,27.7,86.89,1.12,258,No,83,86
2025-10-31,Maharashtra,Nagpur,Kalamna Market,Mustard,Post-Monsoon,10,2025,312.8,43.23,36.76,50.33,1.0,23.8,58.2,94.01,1.27,271,No,109,75
2024-06-09,Kerala,Thrissur,Thrissur Market,Soybean,Monsoon,6,2024,36.7,49.13,46.11,53.37,87.2,26.9,88.1,90.12,0.25,55,No,77,72
2022-08-21,Punjab,Amritsar,Amritsar Market,Jowar,Monsoon,8,2022,165.1,31.39,26.81,34.95,154.9,28.6,82.6,88.68,0.11,25,Yes,69,85
2025-03-30,Karnataka,Mysuru,Mysuru APMC,Gram (Chana),Summer,3,2025,475.2,43.51,37.5,45.69,8.4,43.5,33.3,95.36,0.91,190,No,102,76
2025-04-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Groundnut,Summer,4,2025,162.3,70.47,60.38,81.11,4.8,38.8,52.0,95.09,0.82,173,No,66,64
2022-09-05,Punjab,Jalandhar,Jalandhar APMC,Wheat,Monsoon,9,2022,512.8,28.5,24.84,30.45,190.8,33.5,92.1,87.19,0.91,208,No,105,108
2023-04-20,Andhra Pradesh,Chittoor,Chittoor APMC,Maize,Summer,4,2023,12.0,33.94,31.03,35.7,0.4,30.3,56.4,90.28,0.63,139,No,65,91
2025-12-16,Punjab,Jalandhar,Jalandhar APMC,Moong,Winter,12,2025,178.9,122.71,109.5,130.66,6.8,24.5,63.5,93.27,0.33,71,No,56,76
2023-01-08,Haryana,Karnal,Karnal APMC,Soybean,Winter,1,2023,194.5,114.94,106.82,129.17,6.8,19.3,61.6,88.1,1.3,296,Yes,79,154
2022-08-08,Kerala,Ernakulam,Ernakulam Central,Paddy,Monsoon,8,2022,209.8,31.08,26.65,35.82,152.7,34.0,93.6,87.75,0.47,108,No,65,85
2023-08-05,Haryana,Panipat,Panipat Market,Bajra,Monsoon,8,2023,309.1,29.66,27.53,35.06,148.6,27.3,93.2,92.31,0.24,53,No,97,119
2022-07-17,Andhra Pradesh,Guntur,Guntur APMC,Mustard,Monsoon,7,2022,90.9,105.58,94.15,118.56,77.4,27.9,81.7,87.27,0.34,79,No,59,111
2023-04-21,Haryana,Panipat,Panipat Market,Cotton,Summer,4,2023,370.2,68.62,64.59,73.14,6.7,30.8,39.5,88.64,0.27,62,No,85,80
2023-02-08,Maharashtra,Nagpur,Kalamna Market,Potato,Winter,2,2023,196.6,34.34,32.37,36.27,9.7,18.6,54.4,89.51,1.34,299,No,64,104
2024-02-13,Punjab,Jalandhar,Jalandhar APMC,Moong,Winter,2,2024,331.2,101.09,89.88,117.32,2.0,24.9,60.2,93.24,0.53,113,No,80,93
2021-10-18,Haryana,Rohtak,Rohtak APMC,Jowar,Post-Monsoon,10,2021,80.0,22.3,19.97,25.52,5.7,18.7,88.9,89.47,1.27,284,No,98,88
2024-02-19,Maharashtra,Mumbai,Vashi APMC,Groundnut,Winter,2,2024,136.0,50.69,47.48,58.25,0.6,11.9,59.8,90.67,1.2,265,No,105,80
2024-01-21,Karnataka,Hubli,Hubli APMC,Groundnut,Winter,1,2024,62.0,75.82,66.54,85.62,2.0,12.1,66.1,90.74,0.84,186,No,63,73
2025-02-18,Andhra Pradesh,Chittoor,Chittoor APMC,Soybean,Winter,2,2025,349.2,52.26,45.78,56.71,1.0,9.1,47.4,97.68,1.4,286,No,85,79
2020-01-10,Uttar Pradesh,Varanasi,Varanasi APMC,Sunflower,Winter,1,2020,219.8,133.12,114.46,155.13,5.7,14.8,46.6,85.12,0.19,44,Yes,75,161
2025-09-05,Haryana,Panipat,Panipat Market,Potato,Monsoon,9,2025,181.6,13.25,11.61,14.84,105.8,33.7,74.3,93.43,0.35,74,No,106,60
2023-09-16,Telangana,Karimnagar,Karimnagar APMC,Jowar,Monsoon,9,2023,139.7,20.18,18.17,22.82,126.9,33.4,83.5,93.16,1.37,294,No,83,66
2022-12-20,Tamil Nadu,Salem,Salem APMC,Sunflower,Winter,12,2022,367.0,42.6,39.27,48.2,9.2,19.0,47.4,90.99,1.19,261,No,80,63
2024-03-23,Tamil Nadu,Erode,Erode Market,Paddy,Summer,3,2024,148.3,53.76,48.17,57.58,8.4,39.9,47.3,94.04,0.94,200,No,56,119
2025-08-13,Gujarat,Surat,Surat APMC,Bajra,Monsoon,8,2025,150.0,33.82,31.55,38.15,162.3,26.4,72.3,96.19,0.13,27,Yes,53,70
2021-02-05,Telangana,Hyderabad,Bowenpally Market,Potato,Winter,2,2021,462.6,23.14,21.08,24.6,0.3,21.6,62.5,89.43,0.42,93,No,96,115
2023-12-11,Andhra Pradesh,Guntur,Guntur APMC,Urad,Winter,12,2023,261.7,117.97,109.64,129.26,8.1,8.3,46.2,90.59,0.18,40,No,62,84
2025-08-06,Haryana,Rohtak,Rohtak APMC,Jowar,Monsoon,8,2025,170.5,50.47,43.61,58.09,57.8,31.7,85.7,92.57,0.73,157,No,62,110
2025-10-16,Haryana,Panipat,Panipat Market,Maize,Post-Monsoon,10,2025,228.0,16.72,15.72,17.88,4.1,18.5,69.3,96.8,0.35,72,No,121,102
2021-04-10,Kerala,Thrissur,Thrissur Market,Sunflower,Summer,4,2021,137.8,66.91,60.53,76.72,0.7,42.9,20.7,85.17,0.57,133,No,79,100
2021-02-27,Gujarat,Ahmedabad,Ahmedabad APMC,Ragi,Winter,2,2021,184.1,19.07,17.06,20.48,2.8,17.2,42.6,88.7,0.14,32,No,110,76
2022-10-25,Uttar Pradesh,Varanasi,Varanasi APMC,Moong,Post-Monsoon,10,2022,36.9,177.75,161.35,193.94,5.0,20.7,79.7,87.05,0.9,206,Yes,66,132
2024-09-25,Haryana,Karnal,Karnal APMC,Moong,Monsoon,9,2024,344.8,67.66,63.41,75.75,87.4,28.4,78.0,94.16,1.1,233,No,84,65
2024-11-03,Andhra Pradesh,Chittoor,Chittoor APMC,Sunflower,Post-Monsoon,11,2024,241.2,118.64,104.69,138.33,4.4,34.7,82.4,93.18,0.7,151,Yes,83,149
2024-10-08,Tamil Nadu,Tiruppur,Palladam Market,Jowar,Post-Monsoon,10,2024,336.9,43.13,38.26,49.76,2.9,31.5,67.7,91.38,0.54,119,Yes,68,115
2020-08-29,Haryana,Panipat,Panipat Market,Bajra,Monsoon,8,2020,255.6,24.29,21.58,27.37,191.5,30.9,86.5,84.69,0.37,88,No,103,115
2023-08-10,Uttar Pradesh,Varanasi,Varanasi APMC,Jowar,Monsoon,8,2023,58.1,28.5,24.35,33.58,157.9,26.3,80.3,93.87,0.55,117,No,88,93
2024-09-16,Telangana,Warangal,Enumamula APMC,Potato,Monsoon,9,2024,201.5,21.02,18.89,23.55,126.3,34.5,82.5,94.87,0.61,129,No,79,77
2025-10-28,Tamil Nadu,Madurai,Paravai Market,Urad,Post-Monsoon,10,2025,352.4,121.93,104.4,143.97,8.7,21.1,47.0,94.49,1.15,244,No,80,109
2025-12-16,Tamil Nadu,Erode,Erode Market,Groundnut,Winter,12,2025,79.9,44.19,38.04,50.93,10.0,10.5,43.0,93.41,0.75,161,No,99,66
2021-06-06,Karnataka,Hubli,Hubli APMC,Paddy,Monsoon,6,2021,39.5,40.8,35.09,46.33,144.9,33.0,93.9,88.93,0.26,59,No,60,106
2021-10-04,Gujarat,Ahmedabad,Ahmedabad APMC,Tomato,Post-Monsoon,10,2021,201.5,42.02,37.31,45.44,8.8,31.6,69.5,89.3,0.43,96,Yes,96,168
2023-07-11,Karnataka,Bengaluru,Yeshwanthpur APMC,Wheat,Monsoon,7,2023,195.9,30.87,27.71,35.81,109.2,27.9,99.3,91.5,0.77,168,No,72,81
2023-01-30,Maharashtra,Nashik,Pimpalgaon,Tomato,Winter,1,2023,125.8,44.38,40.43,47.88,1.9,20.5,46.8,92.33,1.15,250,Yes,84,148
2020-10-28,Andhra Pradesh,Kurnool,Kurnool Market,Tur (Arhar),Post-Monsoon,10,2020,306.2,110.08,95.31,128.07,6.5,24.2,78.0,82.07,0.39,96,Yes,95,138
2023-07-21,Haryana,Panipat,Panipat Market,Sunflower,Monsoon,7,2023,36.4,74.76,69.04,86.82,146.3,26.2,75.3,93.67,1.11,237,No,72,88
2024-03-04,Kerala,Ernakulam,Ernakulam Central,Moong,Summer,3,2024,134.7,76.94,68.45,87.19,4.7,32.9,59.3,90.63,0.82,181,No,105,98
2025-11-17,Gujarat,Ahmedabad,Ahmedabad APMC,Ragi,Post-Monsoon,11,2025,315.4,49.54,44.23,55.15,2.3,24.7,88.7,97.19,0.18,37,Yes,105,150
2025-05-19,Andhra Pradesh,Guntur,Guntur APMC,Bajra,Summer,5,2025,42.7,39.56,37.48,43.86,3.6,30.8,26.7,92.25,0.69,149,No,64,102
2024-01-12,Maharashtra,Nagpur,Kalamna Market,Paddy,Winter,1,2024,639.3,14.2,12.85,15.13,6.2,16.5,49.2,94.48,0.22,47,No,158,119
2023-11-03,Kerala,Thrissur,Thrissur Market,Urad,Post-Monsoon,11,2023,366.2,139.3,118.81,149.93,2.4,15.4,83.1,93.42,0.48,102,Yes,91,139
2024-06-06,Tamil Nadu,Trichy,Gandhi Market,Sunflower,Monsoon,6,2024,215.8,84.45,74.3,89.17,187.4,29.8,87.2,90.28,0.3,66,No,68,99
2025-12-08,Uttar Pradesh,Varanasi,Varanasi APMC,Bajra,Winter,12,2025,294.4,29.44,25.84,31.04,5.3,24.2,42.4,93.21,1.0,215,No,100,112
2021-04-19,Haryana,Rohtak,Rohtak APMC,Groundnut,Summer,4,2021,167.9,106.34,93.5,113.45,5.9,40.9,27.8,85.38,1.14,268,No,60,103
2023-03-05,Punjab,Jalandhar,Jalandhar APMC,Paddy,Summer,3,2023,205.3,26.52,22.82,29.6,10.0,38.8,56.4,92.23,0.47,101,No,87,87
2025-06-23,Karnataka,Belagavi,Belagavi Market,Coconut,Monsoon,6,2025,197.5,35.1,30.57,39.96,114.8,32.6,98.4,92.75,0.88,190,No,88,84
2020-04-05,Punjab,Ludhiana,Ludhiana APMC,Potato,Summer,4,2020,293.9,31.38,27.88,36.67,8.5,42.1,54.6,85.65,0.73,170,No,71,116
2023-08-16,Telangana,Warangal,Enumamula APMC,Jowar,Monsoon,8,2023,185.2,48.65,42.8,56.68,102.2,34.8,75.6,89.29,0.65,146,No,63,119
2020-06-04,Haryana,Karnal,Karnal APMC,Sunflower,Monsoon,6,2020,254.4,52.0,45.49,60.24,103.5,30.0,98.3,86.05,0.72,167,No,97,94
2020-10-12,Andhra Pradesh,Chittoor,Chittoor APMC,Tomato,Post-Monsoon,10,2020,113.1,42.18,35.96,49.94,2.8,27.9,73.5,85.87,0.51,118,Yes,71,134
2023-01-24,Karnataka,Hubli,Hubli APMC,Sunflower,Winter,1,2023,83.1,75.95,69.13,86.8,0.2,14.7,65.6,93.44,0.93,198,No,78,103
2022-02-09,Haryana,Karnal,Karnal APMC,Maize,Winter,2,2022,491.2,22.66,20.01,25.43,3.1,21.5,41.0,88.37,0.46,104,No,103,96
2025-12-13,Gujarat,Ahmedabad,Ahmedabad APMC,Urad,Winter,12,2025,127.9,138.86,124.03,149.09,1.9,9.7,52.8,93.48,0.54,116,No,79,116
2022-11-22,Punjab,Ludhiana,Ludhiana APMC,Sunflower,Post-Monsoon,11,2022,76.1,174.43,148.45,187.41,4.3,31.8,63.4,87.93,1.07,244,Yes,52,148
2023-05-14,Tamil Nadu,Coimbatore,Coimbatore APMC,Mustard,Summer,5,2023,189.4,61.96,58.3,69.71,6.8,43.6,35.4,89.87,0.37,83,No,96,106
2023-07-21,Gujarat,Surat,Surat APMC,Urad,Monsoon,7,2023,172.6,103.05,95.88,115.99,144.8,32.8,94.7,88.62,0.19,42,No,64,74
2021-12-22,Punjab,Amritsar,Amritsar Market,Urad,Winter,12,2021,194.9,63.68,58.32,72.46,3.0,15.6,60.2,85.84,0.39,90,No,93,71
2025-02-04,Haryana,Panipat,Panipat Market,Wheat,Winter,2,2025,238.4,36.41,31.98,39.21,0.9,17.5,50.3,97.5,1.46,300,No,77,100
2023-02-16,Uttar Pradesh,Lucknow,Lucknow Mandi,Urad,Winter,2,2023,54.8,97.38,91.48,108.57,2.2,19.5,57.4,90.22,0.7,156,No,87,93
2023-12-23,Telangana,Hyderabad,Bowenpally Market,Urad,Winter,12,2023,169.0,163.33,142.71,187.33,2.2,16.9,43.0,92.33,0.14,31,No,52,97
2023-02-18,Andhra Pradesh,Chittoor,Chittoor APMC,Ragi,Winter,2,2023,38.8,39.91,36.55,43.27,8.7,20.7,50.5,88.97,0.62,139,No,59,82
2025-08-05,Karnataka,Mysuru,Mysuru APMC,Wheat,Monsoon,8,2025,70.6,64.36,60.53,70.04,80.7,34.5,70.0,96.07,0.7,146,Yes,92,180
2025-02-07,Andhra Pradesh,Kurnool,Kurnool Market,Tur (Arhar),Winter,2,2025,371.0,88.09,79.26,104.95,6.4,9.4,54.4,92.34,0.9,195,No,87,96
2023-12-15,Maharashtra,Nashik,Pimpalgaon,Sunflower,Winter,12,2023,407.0,49.05,46.07,52.15,6.2,24.0,41.2,91.72,1.38,300,No,109,91
2023-11-14,Maharashtra,Mumbai,Vashi APMC,Paddy,Post-Monsoon,11,2023,705.0,21.44,19.61,23.49,9.2,25.3,66.8,92.05,0.58,127,Yes,172,149
2022-05-29,Gujarat,Ahmedabad,Ahmedabad APMC,Urad,Summer,5,2022,289.1,80.72,74.79,94.35,6.3,35.9,45.3,90.79,0.26,57,No,92,86
2022-10-09,Haryana,Karnal,Karnal APMC,Mustard,Post-Monsoon,10,2022,367.9,94.1,83.07,111.15,7.4,26.9,85.8,86.07,0.16,37,Yes,107,158
2023-08-04,Uttar Pradesh,Agra,Agra APMC,Bajra,Monsoon,8,2023,275.7,29.27,24.99,34.94,199.8,33.7,91.3,91.09,0.16,36,Yes,72,86
2020-05-19,Punjab,Amritsar,Amritsar Market,Soybean,Summer,5,2020,247.2,47.77,42.62,50.29,1.2,45.0,30.8,83.45,0.25,61,No,97,96
2024-09-12,Andhra Pradesh,Guntur,Guntur APMC,Bajra,Monsoon,9,2024,42.7,28.17,25.67,32.38,95.8,33.2,99.5,94.34,0.37,79,No,83,98
2021-09-11,Punjab,Jalandhar,Jalandhar APMC,Groundnut,Monsoon,9,2021,96.6,78.16,71.38,85.56,53.6,25.9,89.8,84.13,1.26,300,No,90,114
2021-12-29,Tamil Nadu,Madurai,Paravai Market,Cotton,Winter,12,2021,130.9,33.73,31.53,37.2,3.0,14.2,43.1,84.29,0.24,58,No,132,86
2020-08-11,Kerala,Ernakulam,Ernakulam Central,Gram (Chana),Monsoon,8,2020,160.0,167.84,145.85,195.89,148.7,27.5,78.8,87.85,1.0,227,Yes,51,161
2020-05-17,Telangana,Karimnagar,Karimnagar APMC,Tomato,Summer,5,2020,346.3,26.13,24.65,27.5,4.3,40.1,24.7,83.47,0.44,106,No,77,71
2025-01-28,Gujarat,Ahmedabad,Ahmedabad APMC,Urad,Winter,1,2025,165.6,215.64,195.01,252.54,4.2,8.2,44.8,96.67,0.44,91,Yes,82,169
2025-11-10,Punjab,Amritsar,Amritsar Market,Potato,Post-Monsoon,11,2025,338.4,47.85,41.34,51.25,2.0,21.3,62.5,94.26,0.89,188,Yes,73,134
2024-01-18,Gujarat,Rajkot,Rajkot Market,Tomato,Winter,1,2024,188.3,56.31,51.44,60.09,7.3,13.4,59.9,93.93,0.24,51,Yes,69,151
2025-05-31,Haryana,Panipat,Panipat Market,Tomato,Summer,5,2025,313.2,36.29,32.11,42.58,9.1,31.6,26.8,95.9,0.53,111,No,104,109
2024-09-27,Maharashtra,Nashik,Lasalgaon APMC,Potato,Monsoon,9,2024,375.0,16.72,15.59,18.54,136.7,31.0,99.5,92.9,1.26,272,No,100,76
2020-02-27,Kerala,Thrissur,Thrissur Market,Bajra,Winter,2,2020,319.7,15.29,13.77,17.29,4.2,11.9,60.8,84.04,0.94,223,No,81,62
2023-05-26,Punjab,Ludhiana,Ludhiana APMC,Wheat,Summer,5,2023,417.5,12.0,10.69,13.74,0.5,30.7,52.9,92.15,0.17,37,No,171,69
2022-12-21,Tamil Nadu,Thanjavur,Thanjavur APMC,Urad,Winter,12,2022,26.6,62.97,56.03,73.64,7.4,12.3,55.8,91.98,0.36,79,No,90,70
2024-04-19,Kerala,Kannur,Kannur Market,Onion,Summer,4,2024,32.0,31.88,29.23,36.22,8.9,43.9,37.5,91.9,0.42,91,No,68,74
2024-04-20,Punjab,Ludhiana,Ludhiana APMC,Mustard,Summer,4,2024,182.2,90.73,81.11,95.45,2.6,43.3,37.7,90.67,0.76,167,No,82,119
2022-06-13,Telangana,Hyderabad,Bowenpally Market,Paddy,Monsoon,6,2022,37.9,25.9,23.77,30.94,118.2,31.4,74.0,89.39,0.98,219,No,73,76
2023-01-08,Uttar Pradesh,Lucknow,Lucknow Mandi,Moong,Winter,1,2023,319.1,157.13,145.74,179.96,5.7,24.3,62.5,89.24,0.31,70,Yes,89,146
2020-06-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Groundnut,Monsoon,6,2020,339.7,81.43,73.36,87.58,181.1,25.9,95.9,86.4,0.61,141,No,81,110
2021-04-30,Tamil Nadu,Salem,Salem APMC,Mustard,Summer,4,2021,22.3,81.51,74.13,88.86,4.0,32.1,26.8,86.1,1.19,276,No,64,100
2023-03-04,Gujarat,Rajkot,Rajkot Market,Sunflower,Summer,3,2023,229.1,85.02,72.58,97.19,9.1,36.9,22.0,91.33,1.11,244,No,52,75
2020-05-22,Tamil Nadu,Coimbatore,Mettupalayam Market,Mustard,Summer,5,2020,227.0,86.7,79.33,95.61,7.6,32.6,42.8,87.05,1.05,242,No,52,90
2025-12-23,Haryana,Panipat,Panipat Market,Maize,Winter,12,2025,306.2,39.55,34.99,44.89,7.1,22.4,63.9,93.55,1.11,237,No,82,120
2022-06-15,Kerala,Thrissur,Thrissur Market,Tur (Arhar),Monsoon,6,2022,171.2,110.31,102.25,125.69,176.4,31.4,70.3,88.6,1.21,273,No,73,113
2022-05-10,Maharashtra,Mumbai,Vashi APMC,Onion,Summer,5,2022,427.0,26.05,24.19,30.36,7.4,32.0,52.6,90.06,1.01,225,No,90,83
2024-11-17,Karnataka,Belagavi,Belagavi Market,Mustard,Post-Monsoon,11,2024,215.5,92.0,79.81,97.22,9.2,20.5,41.1,93.16,1.23,263,No,67,104
2020-09-11,Kerala,Palakkad,Palakkad APMC,Mustard,Monsoon,9,2020,353.1,77.3,71.74,85.83,148.7,27.2,72.5,87.09,0.61,139,No,75,115
2020-01-01,Tamil Nadu,Salem,Salem APMC,Sunflower,Winter,1,2020,99.6,43.45,38.19,51.82,9.0,15.8,43.0,86.55,0.78,181,No,69,60
2023-03-14,Uttar Pradesh,Kanpur,Kanpur Mandi,Tomato,Summer,3,2023,63.5,39.88,33.9,43.55,4.2,31.4,53.7,89.09,0.91,204,No,84,104
2020-12-11,Telangana,Karimnagar,Karimnagar APMC,Cotton,Winter,12,2020,426.0,30.0,26.66,35.42,4.3,9.2,41.4,86.94,1.19,274,No,129,67
2023-04-01,Punjab,Jalandhar,Jalandhar APMC,Potato,Summer,4,2023,181.4,20.37,19.03,22.2,8.1,39.6,24.6,93.54,0.23,49,No,72,68
2021-04-23,Uttar Pradesh,Kanpur,Kanpur Mandi,Onion,Summer,4,2021,263.3,34.7,30.53,40.94,0.3,34.6,55.9,85.11,0.51,121,No,90,111
2024-08-12,Punjab,Amritsar,Amritsar Market,Soybean,Monsoon,8,2024,232.5,168.81,153.73,183.95,131.8,28.4,86.5,95.21,0.4,85,Yes,61,172
2023-08-23,Gujarat,Rajkot,Rajkot Market,Moong,Monsoon,8,2023,306.4,157.14,138.16,188.22,147.2,27.5,84.0,89.68,0.73,162,Yes,104,172
2020-02-09,Andhra Pradesh,Chittoor,Chittoor APMC,Potato,Winter,2,2020,286.6,12.61,11.41,14.32,5.0,19.5,58.4,82.18,0.81,197,No,106,72
2023-02-06,Gujarat,Rajkot,Rajkot Market,Gram (Chana),Winter,2,2023,240.8,97.34,84.13,105.5,1.9,7.9,59.0,92.02,0.49,107,No,50,86
2025-01-13,Maharashtra,Mumbai,Vashi APMC,Cotton,Winter,1,2025,76.9,83.17,72.31,98.12,2.0,22.2,63.2,96.63,1.06,219,Yes,92,101
2020-12-15,Telangana,Karimnagar,Karimnagar APMC,Bajra,Winter,12,2020,163.2,22.65,21.49,25.65,7.0,9.6,61.1,84.77,1.06,250,No,83,91
2022-03-11,Telangana,Karimnagar,Karimnagar APMC,Moong,Summer,3,2022,12.6,64.16,59.87,70.08,4.9,41.8,35.3,90.44,1.32,293,No,77,63
2023-03-29,Maharashtra,Mumbai,Vashi APMC,Onion,Summer,3,2023,161.8,44.16,38.6,46.93,1.6,40.9,54.5,91.54,1.01,220,No,70,106
2023-12-07,Kerala,Thrissur,Thrissur Market,Coconut,Winter,12,2023,250.3,38.05,35.61,41.13,4.7,9.7,49.6,91.12,1.11,244,No,104,116
2021-01-13,Maharashtra,Pune,Pune APMC,Coconut,Winter,1,2021,6.6,78.8,71.31,91.64,1.4,8.8,60.4,88.62,0.41,93,Yes,62,132
2023-05-12,Gujarat,Ahmedabad,Ahmedabad APMC,Soybean,Summer,5,2023,103.7,106.14,96.81,125.03,5.9,34.3,39.6,93.75,0.57,122,No,57,114
2021-02-23,Tamil Nadu,Erode,Erode Market,Mustard,Winter,2,2021,45.6,71.28,67.48,84.05,4.6,17.7,68.3,86.56,0.84,195,No,71,97
2024-01-28,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Winter,1,2024,396.2,43.52,39.08,47.16,2.5,11.2,52.8,93.91,0.08,18,Yes,99,177
2022-11-29,Kerala,Palakkad,Palakkad APMC,Sunflower,Post-Monsoon,11,2022,121.2,37.32,32.8,41.08,3.9,31.9,83.9,91.33,1.03,225,No,105,72
2025-05-26,Kerala,Thrissur,Thrissur Market,Moong,Summer,5,2025,149.2,127.59,119.6,151.78,3.5,34.9,51.3,97.56,1.37,280,No,74,111
2022-08-18,Tamil Nadu,Salem,Salem APMC,Soybean,Monsoon,8,2022,86.0,60.81,57.46,71.24,155.7,31.1,77.1,87.43,0.92,211,No,74,92
2022-10-01,Telangana,Karimnagar,Karimnagar APMC,Tur (Arhar),Post-Monsoon,10,2022,101.1,119.32,106.72,127.28,10.0,31.8,65.6,86.86,0.4,91,Yes,104,154
2022-09-13,Karnataka,Belagavi,Belagavi Market,Wheat,Monsoon,9,2022,125.6,37.73,32.99,44.09,90.3,26.5,84.9,90.55,1.2,264,No,77,110
2021-05-03,Haryana,Panipat,Panipat Market,Paddy,Summer,5,2021,415.2,21.54,18.68,24.58,4.0,37.3,47.4,86.69,0.58,133,No,106,93
2020-06-28,Telangana,Hyderabad,Bowenpally Market,Mustard,Monsoon,6,2020,397.3,68.93,62.78,79.38,96.6,28.4,93.9,83.87,0.52,124,No,89,117
2021-05-11,Uttar Pradesh,Agra,Agra APMC,Soybean,Summer,5,2021,320.8,77.65,71.66,87.95,3.0,30.6,48.4,87.22,0.91,209,No,72,110
2021-06-05,Gujarat,Rajkot,Rajkot Market,Mustard,Monsoon,6,2021,399.3,54.89,47.53,64.21,179.8,32.4,91.9,88.51,0.28,63,No,104,104
2024-09-28,Haryana,Karnal,Karnal APMC,Mustard,Monsoon,9,2024,16.0,75.95,70.6,84.97,110.9,29.4,84.9,93.03,1.2,259,No,88,107
2021-07-15,Gujarat,Rajkot,Rajkot Market,Mustard,Monsoon,7,2021,8.7,106.15,96.41,116.83,158.2,26.6,99.1,88.87,0.98,221,No,52,101
2025-06-23,Uttar Pradesh,Varanasi,Varanasi APMC,Moong,Monsoon,6,2025,10.3,113.06,105.44,121.85,173.4,29.8,96.2,97.51,0.47,97,No,69,85
2024-04-19,Telangana,Warangal,Enumamula APMC,Tur (Arhar),Summer,4,2024,434.5,49.91,46.34,54.29,6.5,40.7,47.7,94.08,1.24,263,No,109,69
2024-01-04,Haryana,Panipat,Panipat Market,Potato,Winter,1,2024,129.8,43.37,38.79,47.76,5.4,15.1,47.0,94.47,1.0,211,Yes,82,141
2020-06-17,Punjab,Jalandhar,Jalandhar APMC,Ragi,Monsoon,6,2020,416.9,23.82,20.27,25.9,185.4,33.1,97.2,83.48,0.17,40,No,96,85
2025-10-15,Andhra Pradesh,Guntur,Guntur APMC,Onion,Post-Monsoon,10,2025,284.1,62.99,54.18,68.67,9.5,28.3,43.9,97.61,0.98,201,Yes,77,148
2024-04-07,Gujarat,Ahmedabad,Ahmedabad APMC,Jowar,Summer,4,2024,182.3,38.68,35.92,40.81,1.0,43.4,55.2,93.07,1.4,300,No,68,98
2025-05-27,Kerala,Kannur,Kannur Market,Onion,Summer,5,2025,407.4,33.92,32.0,37.97,7.3,41.4,32.1,94.98,0.55,115,No,104,117
2021-06-09,Telangana,Hyderabad,Bowenpally Market,Jowar,Monsoon,6,2021,82.3,34.23,31.42,39.6,135.5,34.1,71.6,89.12,0.84,189,No,71,101
